time,water_temperature,salinity,turbidity,ph,oxygen,ammonia
3720,2023-03-30T19:38:00Z,26.2,34.7,29.07,8.09,6.78,5.83
3721,2023-04-11T18:30:00Z,24.5,36.2,2.31,8.19,6.95,3.11
3722,2023-04-11T18:50:00Z,24.4,34.6,13.4,8.13,6.97,4.37
3723,2023-04-11T19:10:00Z,24.6,35.8,3.12,8.16,6.88,1.98
3724,2023-04-11T19:30:00Z,24.9,36.2,4.58,8.15,6.73,2.79
3725,2023-04-11T19:52:00Z,25.9,35.9,4.87,8.14,6.76,4.32
3726,2023-04-11T20:10:00Z,25.6,35.0,0.79,8.16,6.68,3.62
3727,2023-04-12T18:14:00Z,24.7,33.9,0.86,8.04,6.0,7.39
3728,2023-04-12T18:41:00Z,24.9,34.9,2.36,8.06,6.1,3.37
3729,2023-04-12T19:02:00Z,25.5,35.2,4.01,8.04,5.69,6.49
3730,2023-04-12T19:38:00Z,24.0,36.0,0.84,8.07,6.56,3.4
3731,2023-04-12T20:01:00Z,24.3,35.6,2.71,8.11,6.92,2.44
3732,2023-04-13T18:10:00Z,23.6,34.9,19.73,8.09,6.66,4.89
3733,2023-04-13T19:05:00Z,24.5,36.4,0.54,8.16,6.88,2.26
3734,2023-04-13T19:30:00Z,24.8,35.1,1.67,8.14,7.05,5.21
3735,2023-04-13T20:05:00Z,24.3,35.7,8.04,8.1,6.8,3.54
3736,2023-04-13T20:35:00Z,24.5,36.0,5.46,8.21,7.35,2.47
3737,2023-04-18T17:47:00Z,25.3,33.0,11.33,8.1,6.18,7.31
3738,2023-04-18T18:06:00Z,25.2,33.0,6.31,8.03,5.91,4.94
3739,2023-04-18T18:21:00Z,25.9,30.0,33.73,8.07,6.18,2.85
3740,2023-04-18T18:41:00Z,25.7,34.0,10.12,8.13,6.64,6.82
3741,2023-04-20T17:47:00Z,25.3,33.5,2.87,8.11,5.92,13.64
3742,2023-04-20T18:20:00Z,25.5,32.0,6.93,8.14,7.51,16.42
3743,2023-04-20T18:41:00Z,25.7,32.0,11.47,8.13,6.58,7.26
3744,2023-04-20T19:00:00Z,25.9,33.0,15.67,8.12,6.71,3.08
3745,2023-04-20T19:30:00Z,26.1,31.0,30.53,8.08,6.7,9.85
3746,2023-04-21T17:56:00Z,25.6,30.0,5.18,8.08,6.51,7.16
3747,2023-04-21T18:55:00Z,26.4,32.0,2.01,8.12,6.48,3.79
3748,2023-04-21T19:22:00Z,25.7,33.0,1.51,8.17,7.11,4.65
3749,2023-04-21T19:45:00Z,25.7,33.5,1.7,8.09,6.54,3.8
3750,2023-05-02T18:35:00Z,25.8,35.0,1.35,8.18,6.89,3.84
3751,2023-05-02T19:06:00Z,25.9,34.0,4.08,8.19,7.04,5.48
3752,2023-05-02T19:24:00Z,26.5,35.0,1.58,8.15,6.67,2.25
3753,2023-05-02T19:45:00Z,26.4,34.5,3.85,8.2,6.83,5.67
3754,2023-05-02T20:15:00Z,26.5,35.0,4.92,8.2,6.71,2.78
3755,2023-05-02T20:40:00Z,26.4,35.0,3.87,8.2,6.67,2.12
3756,2023-05-03T18:22:00Z,25.3,35.0,4.68,8.1,6.63,4.75
3757,2023-05-03T18:55:00Z,26.0,35.5,2.12,8.12,6.88,3.87
3758,2023-05-03T19:22:00Z,26.5,36.0,2.27,8.13,7.06,5.09
3759,2023-05-03T20:07:00Z,27.5,36.0,16.73,8.12,6.72,2.3
3760,2023-05-03T20:39:00Z,27.9,35.5,2.28,8.08,6.92,6.8
3761,2023-05-03T21:02:00Z,27.1,35.0,5.17,8.21,6.78,3.78
3762,2023-05-03T21:21:00Z,26.7,36.0,6.42,8.16,6.77,2.78
3763,2023-05-04T18:00:00Z,24.0,36.0,13.37,8.11,6.45,6.5
3764,2023-05-04T18:40:00Z,24.8,37.0,0.66,8.19,6.88,2.02
3765,2023-05-04T19:07:00Z,25.6,35.0,4.13,8.14,6.75,2.87
3766,2023-05-04T19:35:00Z,25.5,35.0,8.83,8.16,6.89,3.89
3767,2023-05-04T19:57:00Z,26.2,35.0,2.99,8.28,7.97,3.01
3768,2023-05-09T18:46:00Z,26.0,33.0,17.07,8.1,5.86,6.66
3769,2023-05-09T19:21:00Z,25.8,33.0,5.6,8.06,6.06,3.25
3770,2023-05-09T19:45:00Z,26.6,33.5,4.56,8.1,5.87,3.14
3771,2023-05-09T20:10:00Z,26.9,35.0,9.07,8.19,7.25,3.15
3772,2023-05-10T18:00:00Z,25.2,35.0,4.28,8.12,6.4,47.48
3773,2023-05-10T18:48:00Z,25.9,35.0,0.59,8.14,6.42,4.59
3774,2023-05-10T19:07:00Z,25.5,33.0,1.15,8.16,7.29,2.96
3775,2023-05-10T19:26:00Z,25.2,34.0,0.69,8.06,6.27,3.52
3776,2023-05-11T17:45:00Z,24.9,35.0,2.63,8.16,6.46,7.31
3777,2023-05-11T18:05:00Z,25.2,34.0,2.74,8.19,7.41,7.78
3778,2023-05-11T18:28:00Z,25.5,36.0,4.75,8.18,6.83,7.76
3779,2023-05-11T18:56:00Z,25.6,36.0,1.67,8.18,6.75,4.05
3780,2023-05-11T19:05:00Z,26.2,35.0,36.8,8.1,6.66,5.8
3781,2023-05-23T18:08:00Z,25.2,34.3,0.81,8.09,6.83,3.53
3782,2023-05-23T18:29:00Z,25.2,33.4,1.94,8.17,6.66,6.06
3783,2023-05-23T18:54:00Z,25.4,34.9,1.34,8.11,6.76,1.81
3784,2023-05-23T19:27:00Z,25.9,35.1,1.75,8.13,6.66,2.25
3785,2023-05-23T19:54:00Z,27.0,34.4,3.18,8.17,6.71,2.91
3786,2023-05-23T20:15:00Z,26.3,33.1,2.3,8.17,6.72,3.09
3787,2023-05-24T18:10:00Z,25.5,35.1,1.96,7.98,5.7,3.25
3788,2023-05-24T18:38:00Z,25.7,34.9,1.79,8.04,5.75,4.73
3789,2023-05-24T19:06:00Z,26.1,35.1,1.49,8.02,5.77,3.27
3790,2023-05-24T19:30:00Z,26.6,35.3,4.92,8.1,6.7,2.97
3791,2023-05-24T19:50:00Z,26.3,35.1,1.5,8.07,6.45,3.87
3792,2023-05-24T20:10:00Z,26.1,35.6,6.63,8.17,6.99,1.52
3793,2023-05-24T20:26:00Z,25.5,35.4,1.91,8.19,7.08,1.32
3794,2023-05-25T18:00:00Z,24.2,34.0,2.8,8.09,6.23,6.25
3795,2023-05-25T18:45:00Z,25.3,35.3,0.3,8.15,6.88,1.84
3796,2023-05-25T19:15:00Z,25.9,34.8,0.68,8.08,6.41,3.18
3797,2023-05-25T19:45:00Z,25.8,34.5,4.83,8.16,6.61,2.33
3798,2023-05-25T20:20:00Z,26.4,35.0,2.9,8.13,6.73,2.49
3799,2023-06-07T18:08:00Z,25.8,33.1,9.13,8.1,6.41,5.64
3800,2023-06-07T18:40:00Z,25.9,34.9,0.77,8.14,6.4,2.2
3801,2023-06-07T19:04:00Z,25.8,35.5,1.23,8.13,7.28,3.22
3802,2023-06-07T19:35:00Z,25.9,35.1,0.93,8.06,6.3,3.23
3803,2023-06-08T17:50:00Z,25.1,34.8,2.42,8.13,6.32,5.5
3804,2023-06-08T18:17:00Z,25.2,34.0,2.67,8.13,7.25,10.73
3805,2023-06-08T18:40:00Z,25.2,35.4,3.49,8.16,6.71,3.25
3806,2023-06-08T19:09:00Z,25.8,35.6,0.78,8.15,6.52,3.24
3807,2023-06-08T19:35:00Z,26.6,35.0,12.6,8.13,6.52,2.16
3808,2023-06-09T17:50:00Z,25.6,34.3,3.48,8.08,5.6,6.03
3809,2023-06-09T18:15:00Z,25.3,33.5,8.21,8.02,4.92,4.64
3810,2023-06-09T18:35:00Z,26.1,33.6,7.43,8.05,5.29,5.31
3811,2023-06-09T18:52:00Z,26.1,35.2,6.94,8.15,6.82,2.15
3812,2023-06-13T18:03:00Z,25.5,34.7,1.8,8.07,6.52,14.49
3813,2023-06-13T18:25:00Z,25.5,33.3,1.37,8.13,6.51,5.57
3814,2023-06-13T18:45:00Z,25.4,35.3,1.19,8.08,6.65,38.8
3815,2023-06-13T19:10:00Z,25.7,35.4,2.85,8.11,6.51,4.56
3816,2023-06-13T19:30:00Z,26.4,35.1,3.22,8.16,6.64,6.34
3817,2023-06-13T19:47:00Z,26.2,34.9,1.83,8.15,6.6,3.09
3818,2023-06-14T18:09:00Z,25.8,35.2,0.8,8.01,5.86,3.92
3819,2023-06-14T18:39:00Z,26.0,35.1,2.74,8.11,6.08,5.12
3820,2023-06-14T19:03:00Z,26.8,35.2,2.5,8.05,6.41,7.17
3821,2023-06-14T19:42:00Z,26.5,35.2,10.77,8.05,6.54,4.37
3822,2023-06-14T20:04:00Z,26.6,35.2,2.3,8.09,6.27,4.18
3823,2023-06-14T20:22:00Z,26.5,35.7,10.32,8.26,6.75,9.66
3824,2023-06-14T20:43:00Z,26.1,35.6,4.88,8.19,6.76,2.31
3825,2023-06-15T18:00:00Z,25.0,34.1,1.35,8.08,5.88,9.77
3826,2023-06-15T18:45:00Z,26.0,35.5,0.57,8.18,6.87,2.01
3827,2023-06-15T19:10:00Z,26.1,33.4,1.22,8.11,6.52,5.02
3828,2023-06-15T19:45:00Z,26.4,34.4,8.7,8.1,6.37,3.14
3829,2023-06-15T20:07:00Z,27.2,35.3,15.9,8.18,7.14,3.24
3830,2023-06-27T17:50:00Z,25.3,32.7,14.5,8.08,6.28,9.82
3831,2023-06-27T18:15:00Z,25.1,34.5,12.13,7.99,5.97,4.05
3832,2023-06-27T18:40:00Z,26.0,35.2,27.23,8.03,6.24,1.88
3833,2023-06-27T18:54:00Z,26.2,35.5,11.03,8.13,6.57,3.96
3834,2023-06-28T18:01:00Z,26.4,32.3,6.09,8.01,6.39,11.53
3835,2023-06-28T18:43:00Z,26.4,35.3,1.45,8.13,6.36,1.71
3836,2023-06-28T19:04:00Z,26.1,35.8,1.52,8.1,6.89,8.68
3837,2023-06-28T19:18:00Z,25.7,35.8,1.18,8.07,6.3,6.14
3838,2023-06-29T17:44:00Z,24.8,33.1,1.75,8.11,6.15,14.07
3839,2023-06-29T18:17:00Z,24.8,29.1,2.14,8.13,7.61,11.98
3840,2023-06-29T18:37:00Z,25.4,33.2,5.39,8.12,6.69,10.37
3841,2023-06-29T19:02:00Z,25.9,31.9,1.14,8.18,6.71,2.43
3842,2023-06-29T19:20:00Z,26.6,32.2,12.6,8.13,6.46,3.65
3843,2023-07-04T18:04:00Z,25.7,34.4,0.78,8.11,6.38,3.51
3844,2023-07-04T18:26:00Z,26.1,33.8,0.71,8.16,6.15,4.77
3845,2023-07-04T18:45:00Z,25.8,35.5,1.65,8.11,6.62,3.31
3846,2023-07-04T19:04:00Z,26.8,36.0,0.59,8.16,6.28,2.99
3847,2023-07-04T19:26:00Z,27.5,35.3,2.86,8.21,6.71,3.28
3848,2023-07-04T19:40:00Z,27.2,35.0,0.75,8.21,6.5,1.52
3849,2023-07-05T18:10:00Z,26.7,35.4,4.87,8.07,5.51,1.82
3850,2023-07-05T18:36:00Z,27.2,35.3,4.84,8.08,5.11,3.31
3851,2023-07-05T18:55:00Z,27.3,34.9,9.01,8.1,5.85,4.35
3852,2023-07-05T19:32:00Z,27.3,36.1,2.49,8.13,6.43,1.4
3853,2023-07-05T19:53:00Z,26.8,36.0,1.39,8.08,6.0,4.69
3854,2023-07-05T20:08:00Z,28.0,36.3,5.02,8.17,6.72,1.05
3855,2023-07-05T20:24:00Z,27.7,36.1,3.35,8.18,6.78,1.41
3856,2023-07-06T17:59:00Z,25.1,34.4,2.94,8.14,6.32,9.17
3857,2023-07-06T18:34:00Z,26.1,36.1,0.71,8.2,6.81,1.62
3858,2023-07-06T19:00:00Z,26.3,34.7,1.4,8.09,6.19,6.68
3859,2023-07-06T19:29:00Z,26.6,35.9,3.1,8.16,5.93,2.03
3860,2023-07-06T19:44:00Z,26.7,35.3,4.18,8.11,5.81,3.31
3861,2023-07-18T17:56:00Z,25.4,31.4,6.77,8.14,6.46,8.99
3862,2023-07-18T18:20:00Z,25.1,33.2,6.62,8.14,6.74,4.67
3863,2023-07-18T18:40:00Z,26.6,34.2,6.24,8.12,6.25,4.84
3864,2023-07-18T19:10:00Z,27.2,34.6,9.26,8.12,6.52,5.06
3865,2023-07-19T18:05:00Z,27.1,31.5,36.03,8.05,5.87,11.0
3866,2023-07-19T18:40:00Z,27.1,34.6,1.64,8.14,6.9,2.65
3867,2023-07-19T18:59:00Z,27.1,34.8,1.76,8.08,6.9,4.91
3868,2023-07-19T19:22:00Z,27.2,34.7,6.48,8.08,6.85,2.59
3869,2023-07-20T17:52:00Z,25.3,35.6,1.68,8.15,6.4,11.7
3870,2023-07-20T18:37:00Z,25.4,34.4,2.29,8.11,7.57,7.53
3871,2023-07-20T19:00:00Z,25.6,36.1,2.83,8.14,7.01,8.51
3872,2023-07-20T19:30:00Z,26.1,36.5,1.82,8.19,7.04,4.96
3873,2023-07-20T19:45:00Z,26.5,35.7,11.4,8.16,6.88,5.06
3874,2023-07-25T18:20:00Z,25.9,34.7,1.39,8.09,6.78,5.3
3875,2023-07-25T18:58:00Z,26.4,35.2,2.6,8.07,6.11,3.24
3876,2023-07-25T19:20:00Z,25.9,34.6,4.06,8.07,6.82,1.73
3877,2023-07-25T20:05:00Z,27.3,35.4,1.66,8.15,6.8,2.31
3878,2023-07-25T20:35:00Z,27.6,35.0,25.13,8.15,6.75,7.7
3879,2023-07-25T20:55:00Z,27.7,34.9,2.1,8.16,6.65,1.62
3880,2023-07-26T18:20:00Z,26.9,34.7,3.76,8.01,5.96,4.54
3881,2023-07-26T18:52:00Z,27.3,35.0,22.23,8.04,6.12,2.29
3882,2023-07-26T19:12:00Z,27.8,34.6,8.77,8.04,5.75,2.33
3883,2023-07-26T19:48:00Z,27.4,35.5,5.69,8.03,6.3,1.78
3884,2023-07-26T20:13:00Z,27.6,35.4,4.72,8.02,6.24,2.61
3885,2023-07-26T20:37:00Z,27.7,35.5,15.23,8.1,6.71,1.88
3886,2023-07-26T20:55:00Z,27.2,35.3,4.49,8.13,6.82,1.46
3887,2023-07-27T17:50:00Z,24.5,32.5,6.29,8.15,6.33,9.72
3888,2023-07-27T18:30:00Z,26.1,35.4,0.51,8.17,6.8,2.07
3889,2023-07-27T19:00:00Z,26.9,35.3,1.11,8.05,6.28,5.35
3890,2023-07-27T19:25:00Z,26.6,34.9,4.36,8.05,5.99,3.15
3891,2023-07-27T19:45:00Z,26.5,35.1,16.17,8.05,6.53,5.08
3892,2023-08-08T18:00:00Z,26.2,34.4,6.9,8.15,6.19,8.31
3893,2023-08-08T18:18:00Z,24.9,34.9,14.1,8.09,6.65,14.25
3894,2023-08-08T18:35:00Z,26.0,34.2,19.03,8.09,6.24,7.23
3895,2023-08-08T19:00:00Z,26.3,35.0,23.63,8.15,6.74,4.44
3896,2023-08-09T18:00:00Z,26.2,32.6,14.9,8.11,6.56,7.4
3897,2023-08-09T18:40:00Z,26.9,35.5,4.82,8.17,6.68,2.32
3898,2023-08-09T18:55:00Z,26.3,37.5,1.71,8.14,6.99,6.59
3899,2023-08-09T19:10:00Z,26.7,35.9,1.32,8.18,6.77,4.28
3900,2023-08-10T18:10:00Z,25.3,34.9,2.52,8.14,6.32,14.74
3901,2023-08-10T18:40:00Z,25.7,34.7,8.58,8.14,7.12,11.36
3902,2023-08-10T19:10:00Z,25.9,35.8,6.06,8.2,6.82,3.94
3903,2023-08-10T19:38:00Z,26.3,36.2,2.88,8.17,6.76,4.8
3904,2023-08-10T19:58:00Z,26.4,35.6,11.7,8.16,6.63,3.26
3905,2023-08-15T19:50:00Z,27.2,34.8,1.97,8.11,6.8,3.19
3906,2023-08-15T20:20:00Z,26.8,33.8,0.88,8.22,7.03,4.71
3907,2023-08-15T20:42:00Z,27.4,35.6,1.67,8.16,6.71,4.8
3908,2023-08-15T21:08:00Z,27.6,35.7,1.16,8.21,6.7,2.23
3909,2023-08-15T21:30:00Z,28.7,35.1,2.58,8.22,7.2,4.61
3910,2023-08-15T21:50:00Z,28.0,34.7,0.76,8.22,6.86,3.3
3911,2023-08-16T19:03:00Z,27.2,35.9,1.71,8.08,6.35,3.3
3912,2023-08-16T19:24:00Z,26.9,35.6,1.63,8.04,5.94,3.5
3913,2023-08-16T19:44:00Z,26.7,35.9,6.46,8.14,6.75,2.97
3914,2023-08-16T20:14:00Z,27.0,35.9,2.36,8.2,6.94,7.78
3915,2023-08-17T18:00:00Z,25.6,34.5,1.68,8.12,6.22,8.66
3916,2023-08-17T18:50:00Z,26.5,35.8,0.44,8.19,7.0,2.8
3917,2023-08-17T19:15:00Z,26.5,34.0,0.78,8.08,6.3,4.25
3918,2023-08-17T19:45:00Z,27.1,35.5,2.75,8.13,6.29,3.33
3919,2023-08-17T20:06:00Z,27.7,35.0,2.75,8.14,6.43,4.48
3920,2023-08-29T18:00:00Z,25.8,33.9,3.58,8.02,6.37,6.54
3921,2023-08-29T18:30:00Z,26.5,35.3,3.28,8.15,6.77,6.32
3922,2023-08-29T18:35:00Z,25.6,34.0,6.57,7.94,6.43,10.37
3923,2023-08-29T18:50:00Z,26.4,34.5,9.87,7.94,6.02,4.78
3924,2023-08-29T19:04:00Z,26.8,35.0,3.7,8.18,6.73,2.32
3925,2023-08-29T19:10:00Z,27.0,34.8,13.23,8.02,6.71,6.63
3926,2023-08-29T19:45:00Z,27.0,36.0,13.13,8.05,6.58,3.69
3927,2023-08-29T20:04:00Z,27.2,35.9,3.07,8.04,6.42,3.66
3928,2023-08-30T17:34:00Z,26.3,35.7,1.97,8.06,6.69,3.2
3929,2023-08-30T18:00:00Z,26.6,33.5,10.6,8.04,6.73,13.65
3930,2023-08-30T18:23:00Z,25.8,24.2,7.35,8.2,7.1,3.56
3931,2023-08-30T18:30:00Z,27.1,35.0,0.76,8.09,6.72,7.68
3932,2023-08-30T18:52:00Z,26.8,35.0,2.75,8.09,7.39,7.98
3933,2023-08-30T19:00:00Z,26.9,35.2,4.91,8.11,6.63,7.01
3934,2023-08-30T19:08:00Z,26.8,34.9,0.89,8.07,6.88,6.72
3935,2023-08-30T19:50:00Z,29.3,35.7,1.84,8.07,5.82,3.28
3936,2023-08-30T20:40:00Z,29.4,36.1,1.9,8.1,7.22,2.49
3937,2023-08-30T21:45:00Z,30.5,35.7,8.42,8.1,6.74,6.05
3938,2023-08-30T22:25:00Z,31.9,35.9,10.59,8.11,6.7,4.46
3939,2023-08-31T17:55:00Z,24.8,35.4,1.87,8.06,6.63,11.66
3940,2023-08-31T18:19:00Z,24.6,34.0,4.74,8.11,7.7,11.4
3941,2023-08-31T18:39:00Z,25.2,35.6,2.82,8.12,7.23,5.89
3942,2023-08-31T19:00:00Z,25.5,35.7,1.04,8.14,7.03,5.99
3943,2023-08-31T19:17:00Z,27.0,34.9,25.6,8.09,6.73,6.81
3944,2023-09-05T17:22:00Z,26.1,35.0,1.9,7.99,6.8,2.5
3945,2023-09-05T17:51:00Z,26.7,34.5,6.26,8.07,6.51,4.27
3946,2023-09-05T18:19:00Z,26.7,35.2,2.75,8.04,6.77,2.83
3947,2023-09-05T18:44:00Z,27.4,35.0,0.77,8.08,5.87,3.15
3948,2023-09-05T19:13:00Z,27.7,35.3,2.87,8.11,6.68,2.08
3949,2023-09-05T19:55:00Z,28.4,35.1,21.07,8.06,6.49,5.54
3950,2023-09-05T20:16:00Z,28.7,34.7,60.57,8.06,6.52,7.92
3951,2023-09-07T18:35:00Z,26.9,34.7,2.79,8.13,7.0,4.56
3952,2023-09-07T19:10:00Z,26.5,34.9,3.92,8.16,6.88,2.45
3953,2023-09-07T19:50:00Z,27.4,35.3,6.83,8.04,6.77,2.24
3954,2023-09-07T20:10:00Z,27.1,35.1,5.28,8.0,6.49,2.24
3955,2023-09-12T18:10:00Z,25.9,34.6,1.66,8.06,6.52,2.7
3956,2023-09-12T18:36:00Z,26.3,34.6,0.93,8.13,6.27,4.15
3957,2023-09-12T18:54:00Z,26.2,35.5,1.87,8.05,6.25,2.24
3958,2023-09-12T19:17:00Z,26.5,35.9,0.69,8.13,6.27,1.82
3959,2023-09-12T19:40:00Z,27.3,35.0,2.56,8.18,6.87,2.09
3960,2023-09-12T19:56:00Z,27.2,34.8,1.05,8.17,6.62,1.36
3961,2023-09-13T19:08:00Z,26.8,35.8,3.39,8.06,6.48,1.15
3962,2023-09-13T19:32:00Z,27.0,35.9,2.01,8.04,6.19,2.32
3963,2023-09-13T19:52:00Z,26.9,36.1,9.44,8.12,6.69,0.41
3964,2023-09-13T20:12:00Z,26.6,36.0,2.21,8.14,6.67,1.06
3965,2023-09-14T17:33:00Z,26.2,34.6,1.35,7.97,6.73,1.45
3966,2023-09-14T17:57:00Z,26.9,34.3,3.44,8.08,6.35,1.69
3967,2023-09-14T18:00:00Z,25.7,34.7,4.02,8.05,5.88,9.83
3968,2023-09-14T18:19:00Z,27.0,34.6,3.75,8.09,6.62,2.35
3969,2023-09-14T18:45:00Z,27.9,35.1,0.65,8.1,6.17,2.33
3970,2023-09-14T18:45:00Z,26.6,35.8,1.16,8.13,6.64,1.06
3971,2023-09-14T19:10:00Z,27.6,35.0,1.07,8.08,6.9,0.91
3972,2023-09-14T19:10:00Z,26.6,35.5,1.0,8.06,6.34,2.4
3973,2023-09-14T19:34:00Z,26.7,35.4,3.75,8.09,6.24,1.32
3974,2023-09-14T19:35:00Z,28.1,34.7,2.23,8.05,6.69,3.13
3975,2023-09-14T19:50:00Z,28.5,34.5,4.01,8.05,6.47,5.5
3976,2023-09-14T19:55:00Z,27.0,35.3,6.36,8.05,5.37,4.74
3977,2023-09-21T17:31:00Z,26.4,35.4,1.72,7.98,6.57,1.6
3978,2023-09-21T18:14:00Z,26.6,35.2,4.17,8.05,6.18,3.51
3979,2023-09-21T18:38:00Z,26.4,35.7,4.28,8.02,6.36,1.07
3980,2023-09-21T19:05:00Z,27.2,35.7,0.65,8.08,5.73,0.65
3981,2023-09-21T19:38:00Z,26.9,36.0,2.72,8.12,6.32,1.23
3982,2023-09-21T20:01:00Z,26.7,35.7,17.17,8.1,6.34,3.53
3983,2023-09-21T20:29:00Z,27.2,35.3,28.83,8.04,6.26,3.54
3984,2023-09-22T18:25:00Z,26.2,35.6,2.59,8.16,6.75,3.55
3985,2023-09-22T19:00:00Z,26.7,35.8,0.63,8.16,6.57,0.75
3986,2023-09-22T19:34:00Z,25.6,35.9,7.82,8.04,6.56,1.17
3987,2023-09-22T19:54:00Z,26.3,36.0,3.04,8.02,5.95,0.91
3988,2023-09-26T18:05:00Z,25.7,34.1,3.98,8.1,6.13,5.3
3989,2023-09-26T18:23:00Z,25.2,33.2,13.17,8.08,6.69,3.5
3990,2023-09-26T18:48:00Z,26.1,34.2,4.96,8.07,6.12,3.67
3991,2023-09-26T19:04:00Z,26.0,35.5,6.62,8.15,6.74,2.94
3992,2023-09-27T18:05:00Z,26.5,33.3,5.05,8.07,6.05,15.86
3993,2023-09-27T18:45:00Z,26.5,35.2,0.6,8.15,6.55,1.26
3994,2023-09-27T19:11:00Z,26.4,35.2,1.19,8.14,7.98,3.29
3995,2023-09-27T19:32:00Z,26.5,35.9,0.5,8.14,6.43,3.81
3996,2023-09-28T17:50:00Z,25.4,35.5,1.24,8.11,6.1,10.01
3997,2023-09-28T18:15:00Z,25.8,34.7,3.41,8.09,7.21,7.07
3998,2023-09-28T18:40:00Z,25.9,35.4,5.65,8.11,6.9,4.94
3999,2023-09-28T19:12:00Z,26.4,36.2,1.2,8.17,6.83,3.13
4000,2023-09-28T19:36:00Z,26.9,35.6,8.62,8.13,6.56,4.06
4001,2023-10-03T18:22:00Z,26.3,35.1,0.8,8.05,6.81,5.61
4002,2023-10-03T18:45:00Z,26.6,35.2,2.61,8.06,6.5,7.54
4003,2023-10-03T19:13:00Z,26.6,35.2,1.65,8.04,6.39,2.25
4004,2023-10-03T19:35:00Z,27.5,35.0,0.65,8.16,7.01,1.52
4005,2023-10-03T20:03:00Z,27.7,35.5,2.72,8.14,6.82,3.69
4006,2023-10-03T20:22:00Z,27.8,35.2,1.74,8.17,6.82,1.49
4007,2023-10-04T19:10:00Z,28.0,35.5,4.49,8.0,6.54,0.72
4008,2023-10-04T19:31:00Z,28.2,35.5,3.75,7.95,5.93,1.24
4009,2023-10-04T19:54:00Z,28.4,35.8,2.79,8.05,6.47,1.06
4010,2023-10-04T20:14:00Z,28.5,35.6,3.66,8.1,6.8,0.69
4011,2023-10-05T17:33:00Z,26.3,35.0,2.36,8.06,6.55,2.73
4012,2023-10-05T18:02:00Z,26.6,35.5,4.9,8.09,6.11,4.48
4013,2023-10-05T18:10:00Z,25.7,35.2,17.13,8.02,6.57,3.8
4014,2023-10-05T18:33:00Z,26.4,35.8,2.6,8.06,6.36,1.48
4015,2023-10-05T18:45:00Z,26.9,35.8,1.16,8.1,6.9,2.07
4016,2023-10-05T19:02:00Z,27.6,35.8,1.02,8.13,5.78,1.66
4017,2023-10-05T19:13:00Z,27.3,35.7,1.79,8.08,6.93,3.81
4018,2023-10-05T19:40:00Z,27.1,35.2,4.29,8.01,6.21,3.69
4019,2023-10-05T19:49:00Z,28.1,36.1,1.39,8.16,6.47,0.8
4020,2023-10-05T20:07:00Z,27.7,35.3,10.53,8.06,6.74,1.22
4021,2023-10-05T20:41:00Z,28.3,35.8,12.07,8.12,6.3,2.85
4022,2023-10-05T21:06:00Z,28.6,35.2,47.47,8.07,5.81,14.99
4023,2023-10-17T17:55:00Z,26.4,35.3,7.46,8.07,6.18,4.2
4024,2023-10-17T18:20:00Z,26.2,35.4,20.57,8.06,6.61,5.24
4025,2023-10-17T18:32:00Z,26.7,34.3,8.49,8.04,6.12,3.34
4026,2023-10-17T18:52:00Z,26.7,35.1,8.2,8.09,6.74,3.9
4027,2023-10-18T17:50:00Z,26.6,35.0,7.81,8.05,6.67,9.37
4028,2023-10-18T18:15:00Z,26.4,35.7,3.85,8.11,6.8,3.27
4029,2023-10-18T18:36:00Z,26.2,35.7,1.89,8.06,6.84,5.52
4030,2023-10-18T18:52:00Z,26.2,35.7,3.07,8.09,6.71,4.03
4031,2023-10-19T17:50:00Z,26.0,35.4,1.71,8.08,6.38,7.25
4032,2023-10-19T18:10:00Z,25.9,35.5,5.44,8.02,6.8,8.2
4033,2023-10-19T18:30:00Z,26.1,35.6,11.2,8.08,6.85,5.91
4034,2023-10-19T18:55:00Z,26.3,36.1,1.06,8.14,6.88,3.03
4035,2023-10-19T19:15:00Z,26.7,35.7,7.79,8.11,6.77,3.04
4036,2023-10-24T18:40:00Z,27.1,35.5,0.93,8.13,6.75,4.1
4037,2023-10-24T19:25:00Z,26.7,34.9,7.43,8.17,6.64,3.31
4038,2023-10-24T20:00:00Z,26.9,36.0,2.05,8.13,6.55,2.12
4039,2023-10-24T20:35:00Z,27.3,35.9,4.1,8.15,6.6,1.75
4040,2023-10-24T21:05:00Z,28.1,35.8,21.23,8.15,6.56,4.79
4041,2023-10-24T21:40:00Z,28.0,36.0,2.35,8.21,6.55,2.2
4042,2023-10-25T19:18:00Z,28.0,35.9,4.29,8.04,6.35,2.94
4043,2023-10-25T19:38:00Z,27.9,35.8,3.95,7.98,5.89,3.77
4044,2023-10-25T20:01:00Z,27.8,36.2,9.38,8.12,6.63,2.43
4045,2023-10-25T20:23:00Z,28.1,36.1,3.11,8.13,6.69,1.17
4046,2023-10-26T18:00:00Z,25.0,34.7,10.67,8.12,6.98,4.44
4047,2023-10-26T18:35:00Z,26.7,36.1,0.44,8.16,6.65,3.12
4048,2023-10-26T18:55:00Z,26.9,35.5,2.45,8.11,6.49,3.01
4049,2023-10-26T19:25:00Z,26.6,35.0,13.9,8.08,6.44,2.72
4050,2023-10-26T19:50:00Z,27.4,35.8,17.13,8.13,6.63,1.93
4051,2023-10-27T17:45:00Z,26.6,35.9,1.88,8.09,6.64,8.03
